Year,Platform,Genre,GlobalSales
2002,PS2,Racing,0.28
2002,GBA,Action,0.28
2002,PS2,Sports,0.28
2002,PS2,Sports,0.28
2002,PS2,Adventure,0.28
2002,GBA,Racing,0.27
2002,PS2,Racing,0.27
2002,GBA,Racing,0.27
2002,GC,Platform,0.27
2002,GBA,Role-Playing,0.27
2002,GBA,Fighting,0.27
2002,XB,Racing,0.27
2002,PS2,Shooter,0.27
2002,XB,Sports,0.27
2002,PS2,Misc,0.26
2002,GBA,Role-Playing,0.26
2002,XB,Shooter,0.26
2002,GBA,Action,0.26
2002,GBA,Action,0.26
2002,GBA,Platform,0.26
2002,GC,Shooter,0.26
2002,PS2,Fighting,0.26
2002,PS2,Racing,0.26
2002,PS2,Sports,0.26
2002,GBA,Adventure,0.26
2002,PS2,Adventure,0.26
2002,GBA,Platform,0.26
2002,GBA,Racing,0.26
2002,GC,Sports,0.26
2002,XB,Sports,0.26
2002,GBA,Strategy,0.26
2002,GBA,Platform,0.26
2002,GC,Adventure,0.25
2002,XB,Sports,0.25
2002,GBA,Platform,0.25
2002,PS2,Racing,0.25
2002,GBA,Role-Playing,0.25
2002,GBA,Sports,0.25
2002,PS2,Sports,0.25
2002,GC,Misc,0.25
2002,GBA,Action,0.25
2002,GC,Sports,0.25
2002,PS2,Misc,0.24
2002,XB,Action,0.24
2002,PS2,Sports,0.24
2002,PS,Racing,0.24
2002,XB,Action,0.23
2002,XB,Sports,0.23
2002,PS2,Action,0.23
2002,GC,Shooter,0.23
2002,PS2,Sports,0.23
2002,GC,Platform,0.23
2002,GBA,Platform,0.23
2002,GC,Sports,0.23
2002,PS2,Sports,0.23
2002,PS2,Sports,0.23
2002,PS2,Action,0.22
2002,PS2,Sports,0.22
2002,GC,Role-Playing,0.22
2002,PS2,Shooter,0.22
2002,GC,Puzzle,0.22
2002,PS2,Misc,0.22
2002,XB,Misc,0.22
2002,GBA,Action,0.22
2002,PS2,Racing,0.22
2002,GC,Sports,0.22
2002,GBA,Misc,0.22
2002,PS2,Adventure,0.22
2002,PS2,Action,0.21
2002,GBA,Shooter,0.21
2002,PS2,Strategy,0.21
2002,XB,Shooter,0.21
2002,PS2,Role-Playing,0.21
2002,PS,Platform,0.21
2002,PS2,Action,0.21
2002,XB,Action,0.21
2002,GC,Sports,0.21
2002,XB,Sports,0.21
2002,PS2,Sports,0.21
2002,PS2,Sports,0.21
2002,GC,Action,0.21
2002,GBA,Action,0.21
2002,GBA,Misc,0.2
2002,XB,Racing,0.2
2002,XB,Sports,0.2
2002,XB,Sports,0.2
2002,GC,Racing,0.2
2002,PS2,Misc,0.2
2002,XB,Sports,0.2
2002,GC,Platform,0.2
2002,PS2,Racing,0.2
2002,PS,Action,0.2
2002,GBA,Platform,0.2
2002,XB,Adventure,0.2
2002,XB,Role-Playing,0.2
2002,XB,Fighting,0.2
2002,GBA,Misc,0.2
2002,XB,Racing,0.19
2002,GBA,Action,0.19
2002,PS2,Sports,0.19
2002,PS2,Role-Playing,0.19
2002,GC,Adventure,0.19
2002,GBA,Role-Playing,0.19
2002,XB,Sports,0.19
2002,GBA,Adventure,0.19
2002,GBA,Sports,0.19
2002,GBA,Role-Playing,0.19
2002,PS2,Shooter,0.19
2002,PS2,Sports,0.19
2002,GBA,Action,0.19
2002,XB,Racing,0.19
2002,XB,Action,0.19
2002,PS2,Role-Playing,0.19
2002,XB,Misc,0.19
2002,XB,Platform,0.18
2002,XB,Misc,0.18
2002,GBA,Misc,0.18
2002,GC,Fighting,0.18
2002,GC,Action,0.18
2002,PS2,Strategy,0.18
2002,PS2,Action,0.18
2002,PS2,Sports,0.18
2002,GBA,Sports,0.18
2002,XB,Sports,0.18
2002,PS2,Sports,0.17
2002,PS2,Sports,0.17
2002,GC,Platform,0.17
2002,PS2,Sports,0.17
2002,GC,Platform,0.17
2002,XB,Shooter,0.17
2002,PS2,Sports,0.17
2002,XB,Action,0.17
2002,GC,Role-Playing,0.17
2002,GBA,Racing,0.17
2002,GBA,Shooter,0.17
2002,GC,Adventure,0.17
2002,PS2,Platform,0.16
2002,PS2,Role-Playing,0.16
2002,GBA,Racing,0.16
2002,GC,Shooter,0.16
2002,PS2,Platform,0.16
2002,PS2,Platform,0.16
2002,PS2,Adventure,0.16
2002,PS2,Shooter,0.16
2002,GBA,Racing,0.16
2002,GC,Sports,0.16
2002,GBA,Action,0.16
2002,GBA,Sports,0.16
2002,GC,Sports,0.15
2002,XB,Action,0.15
2002,XB,Shooter,0.15
2002,GC,Simulation,0.15
2002,GC,Sports,0.15
2002,XB,Fighting,0.15
2002,GBA,Sports,0.15
2002,GBA,Fighting,0.15
2002,PS2,Sports,0.15
2002,GC,Sports,0.15
2002,PS2,Fighting,0.14
2002,GBA,Sports,0.14
2002,GC,Simulation,0.14
2002,PS,Action,0.14
2002,XB,Sports,0.14
2002,XB,Sports,0.14
2002,PS2,Adventure,0.14
2002,GBA,Platform,0.14
2002,GC,Shooter,0.14
2002,PS2,Sports,0.14
2002,GC,Role-Playing,0.14
2002,PS2,Shooter,0.14
2002,PS2,Adventure,0.14
2002,GBA,Action,0.14
2002,PS2,Racing,0.14
2002,XB,Adventure,0.14
2002,GC,Sports,0.14
2002,GBA,Action,0.14
2002,GC,Fighting,0.14
2002,GC,Racing,0.14
2002,GC,Racing,0.14
2002,GBA,Role-Playing,0.14
2002,XB,Fighting,0.14
2002,GBA,Racing,0.14
2002,GBA,Action,0.14
2002,PS2,Sports,0.14
2002,XB,Fighting,0.14
2002,GBA,Platform,0.13
2002,XB,Action,0.13
2002,GBA,Sports,0.13
2002,XB,Action,0.13
2002,GC,Sports,0.13
2002,GC,Platform,0.13
2002,PS2,Role-Playing,0.13
2002,XB,Misc,0.13
2002,PS2,Racing,0.13
2002,XB,Action,0.13
2002,PC,Strategy,0.13
2002,XB,Action,0.13
2002,GC,Fighting,0.13
2002,GC,Platform,0.13
2002,PS2,Strategy,0.13
2002,GBA,Sports,0.13
2002,GC,Misc,0.13
2002,GBA,Sports,0.13
2002,PS2,Racing,0.13
2002,GC,Fighting,0.13
2002,XB,Racing,0.13
2002,XB,Racing,0.13
2002,XB,Fighting,0.13
2002,PS,Sports,0.13
2002,GBA,Action,0.12
2002,PS2,Adventure,0.12
2002,GBA,Sports,0.12
2002,PS2,Platform,0.12
2002,XB,Racing,0.12
2002,PS2,Sports,0.12
2002,GC,Sports,0.12
2002,GC,Racing,0.12
2002,GC,Fighting,0.12
2002,GC,Sports,0.12
2002,PS2,Fighting,0.12
2002,GBA,Shooter,0.12
2002,XB,Sports,0.12
2002,GC,Shooter,0.12
2002,PS2,Racing,0.12
2002,XB,Racing,0.11
2002,XB,Action,0.11
2002,GBA,Role-Playing,0.11
2002,GBA,Sports,0.11
2002,GBA,Shooter,0.11
2002,GC,Racing,0.11
2002,XB,Sports,0.11
2002,XB,Shooter,0.11
2002,XB,Shooter,0.11
2002,GC,Shooter,0.11
2002,PS,Fighting,0.11
2002,GBA,Action,0.11
2002,GC,Sports,0.11
2002,GBA,Platform,0.11
2002,GC,Fighting,0.11
2002,GC,Racing,0.11
2002,GBA,Shooter,0.11
2002,PS2,Strategy,0.11
2002,GBA,Action,0.11
2002,PS2,Shooter,0.11
2002,PS2,Shooter,0.11
2002,PS2,Sports,0.11
2002,XB,Sports,0.11
2002,XB,Fighting,0.11
2002,GC,Action,0.11
2002,GC,Misc,0.11
2002,XB,Sports,0.11
2002,GC,Shooter,0.11
2002,PS2,Racing,0.11
2002,GBA,Shooter,0.11
2002,PS2,Sports,0.1
2002,PS2,Simulation,0.1
2002,PS2,Sports,0.1
2002,GBA,Racing,0.1
2002,GC,Action,0.1
2002,PS2,Fighting,0.1
2002,PS2,Shooter,0.1
2002,GC,Action,0.1
2002,GC,Sports,0.1
2002,XB,Sports,0.1
2002,GBA,Platform,0.1
2002,XB,Puzzle,0.1
2002,PS2,Sports,0.1
2002,XB,Shooter,0.1
2002,GBA,Fighting,0.1
2002,GBA,Shooter,0.1
2002,XB,Simulation,0.1
2002,XB,Racing,0.1
2002,XB,Action,0.1
2002,PS2,Racing,0.09
2002,XB,Misc,0.09
2002,GC,Fighting,0.09
2002,XB,Sports,0.09
2002,GBA,Action,0.09
2002,XB,Racing,0.09
2002,GC,Racing,0.09
2002,GBA,Platform,0.09
2002,GBA,Sports,0.09
2002,GBA,Puzzle,0.09
2002,XB,Action,0.09
2002,PS2,Action,0.09
2002,GC,Racing,0.09
2002,GC,Racing,0.09
2002,PS2,Racing,0.09
2002,GBA,Shooter,0.09
2002,PS2,Sports,0.09
2002,GC,Action,0.09
2002,XB,Misc,0.09
2002,PS,Sports,0.09
2002,XB,Sports,0.09
2002,GC,Sports,0.09
2002,XB,Action,0.09
2002,PC,Strategy,0.09
2002,GC,Platform,0.09
2002,PS2,Shooter,0.09
2002,PS2,Misc,0.09
2002,XB,Adventure,0.08
2002,GC,Puzzle,0.08
2002,PS2,Adventure,0.08
2002,PS2,Sports,0.08
2002,PS2,Racing,0.08
2002,GC,Sports,0.08
2002,GC,Sports,0.08
2002,GC,Sports,0.08
2002,GC,Misc,0.08
2002,N64,Sports,0.08
2002,GBA,Fighting,0.08
2002,XB,Action,0.08
2002,GC,Platform,0.08
2002,GC,Role-Playing,0.08
2002,PS2,Simulation,0.08
2002,GBA,Sports,0.08
2002,GC,Fighting,0.08
2002,PS2,Shooter,0.08
2002,GC,Sports,0.08
2002,GC,Misc,0.08
2002,XB,Platform,0.08
2002,GBA,Racing,0.08
2002,PS2,Strategy,0.08
2002,GBA,Shooter,0.08
2002,GC,Racing,0.08
2002,XB,Action,0.08
2002,PS2,Role-Playing,0.07
2002,GBA,Platform,0.07
2002,GBA,Puzzle,0.07
2002,PS2,Action,0.07
2002,PS2,Simulation,0.07
2002,XB,Strategy,0.07
2002,XB,Racing,0.07
2002,XB,Racing,0.07
2002,XB,Action,0.07
2002,GC,Sports,0.07
2002,PS2,Adventure,0.07
2002,GBA,Sports,0.07
2002,XB,Action,0.07
2002,XB,Racing,0.07
2002,XB,Platform,0.07
2002,PS2,Action,0.07
2002,PS,Adventure,0.07
2002,PS2,Fighting,0.07
2002,PS2,Role-Playing,0.07
2002,GC,Action,0.07
2002,GC,Sports,0.07
2002,PS2,Sports,0.07
2002,GBA,Fighting,0.07
2002,PS2,Sports,0.07
2002,GBA,Action,0.07
2002,GBA,Simulation,0.06
2002,XB,Adventure,0.06
2002,GC,Sports,0.06
2002,XB,Sports,0.06
2002,GBA,Puzzle,0.06
2002,GC,Racing,0.06
2002,GBA,Misc,0.06
2002,XB,Sports,0.06
2002,PS2,Action,0.06
2002,PS,Simulation,0.06
2002,GBA,Puzzle,0.06
2002,PS2,Action,0.06
2002,GBA,Sports,0.06
2002,GC,Sports,0.06
2002,GC,Puzzle,0.06
2002,GBA,Fighting,0.06
2002,PS,Sports,0.06
2002,GBA,Adventure,0.06
2002,GC,Sports,0.06
2002,XB,Adventure,0.06
2002,XB,Action,0.06
2002,PS2,Sports,0.06
2002,GC,Sports,0.06
2002,GC,Racing,0.06
2002,XB,Platform,0.06
2002,GBA,Racing,0.06
2002,PS2,Sports,0.06
2002,GBA,Action,0.06
2002,PS2,Racing,0.06
2002,XB,Shooter,0.06
2002,GBA,Strategy,0.05
2002,GBA,Role-Playing,0.05
2002,PS2,Puzzle,0.05
2002,PS2,Role-Playing,0.05
2002,XB,Sports,0.05
2002,GC,Action,0.05
2002,GBA,Sports,0.05
2002,GBA,Role-Playing,0.05
2002,PS,Fighting,0.05
2002,XB,Platform,0.05
2002,PS2,Puzzle,0.05
2002,XB,Platform,0.05
2002,GC,Sports,0.05
2002,GC,Platform,0.05
2002,XB,Racing,0.05
2002,PS2,Racing,0.05
2002,PS2,Adventure,0.05
2002,PS2,Racing,0.05
2002,GC,Misc,0.05
2002,XB,Simulation,0.05
2002,GC,Fighting,0.05
2002,GC,Sports,0.05
2002,GC,Sports,0.05
2002,GBA,Puzzle,0.05
2002,GC,Sports,0.05
2002,GBA,Misc,0.05
2002,GBA,Puzzle,0.05
2002,GBA,Shooter,0.05
2002,PS2,Role-Playing,0.05
2002,GC,Sports,0.05
2002,GBA,Fighting,0.05
2002,GBA,Racing,0.05
2002,XB,Fighting,0.05
2002,XB,Role-Playing,0.05
2002,XB,Action,0.05
2002,PC,Action,0.05
2002,GC,Racing,0.05
2002,GC,Racing,0.05
2002,XB,Sports,0.05
2002,PS2,Sports,0.05
2002,GC,Platform,0.04
2002,GBA,Shooter,0.04
2002,PS2,Fighting,0.04
2002,GBA,Shooter,0.04
2002,GBA,Misc,0.04
2002,GBA,Action,0.04
2002,PS2,Sports,0.04
2002,XB,Sports,0.04
2002,PC,Simulation,0.04
2002,GC,Sports,0.04
2002,GC,Platform,0.04
2002,PS2,Racing,0.04
2002,GBA,Sports,0.04
2002,GBA,Sports,0.04
2002,GBA,Role-Playing,0.04
2002,XB,Racing,0.04
2002,PS2,Sports,0.04
2002,GBA,Action,0.04
2002,GBA,Shooter,0.04
2002,GC,Sports,0.04
2002,PS2,Sports,0.04
2002,GBA,Shooter,0.04
2002,GBA,Action,0.04
2002,XB,Racing,0.04
2002,GBA,Shooter,0.04
2002,XB,Sports,0.03
2002,GBA,Action,0.03
2002,GBA,Shooter,0.03
2002,PS2,Sports,0.03
2002,PS2,Misc,0.03
2002,GBA,Platform,0.03
2002,PS2,Adventure,0.03
2002,GBA,Action,0.03
2002,GBA,Platform,0.03
2002,GC,Sports,0.03
2002,PC,Role-Playing,0.03
2002,GC,Racing,0.03
2002,GC,Platform,0.03
2002,PS2,Puzzle,0.03
2002,GBA,Platform,0.03
2002,PS2,Strategy,0.03
2002,PC,Action,0.03
2002,XB,Role-Playing,0.03
2002,GBA,Action,0.03
2002,XB,Racing,0.03
2002,GBA,Fighting,0.03
2002,GC,Action,0.03
2002,XB,Sports,0.03
2002,GBA,Sports,0.03
2002,GBA,Sports,0.03
2002,PS2,Racing,0.03
2002,PC,Shooter,0.03
2002,PS2,Adventure,0.03
2002,GC,Puzzle,0.02
2002,GC,Racing,0.02
2002,XB,Sports,0.02
2002,GBA,Racing,0.02
2002,GBA,Shooter,0.02
2002,PS,Platform,0.02
2002,XB,Racing,0.02
2002,GBA,Role-Playing,0.02
2002,GBA,Platform,0.02
2002,GBA,Role-Playing,0.02
2002,GBA,Role-Playing,0.02
2002,XB,Sports,0.02
2002,PS,Role-Playing,0.02
2002,PS2,Sports,0.02
2002,GC,Sports,0.02
2002,PS2,Sports,0.02
2002,PC,Strategy,0.02
2002,PS2,Adventure,0.02
2002,PS2,Racing,0.02
2002,GC,Platform,0.02
2002,PS2,Racing,0.02
2002,PS2,Action,0.02
2002,GBA,Sports,0.02
2002,GBA,Racing,0.02
2002,PS,Adventure,0.02
2002,GC,Sports,0.02
2002,GBA,Strategy,0.02
2002,XB,Sports,0.02
2002,GBA,Action,0.02
2002,XB,Sports,0.02
2002,PS2,Adventure,0.02
2002,GBA,Action,0.02
2002,PC,Simulation,0.02
2002,GC,Sports,0.02
2002,GBA,Misc,0.02
2002,GBA,Sports,0.02
2002,GC,Sports,0.02
2002,PS2,Racing,0.02
2002,PS2,Adventure,0.02
2002,PS,Action,0.02
2002,GBA,Sports,0.02
2002,GBA,Sports,0.02
2002,GC,Racing,0.02
2002,XB,Racing,0.02
2002,PC,Strategy,0.02
2002,PS2,Misc,0.02
2002,PC,Shooter,0.01
2002,PC,Strategy,0.01
2002,PS2,Misc,0.01
2002,XB,Puzzle,0.01
2002,GBA,Racing,0.01
2002,PC,Action,0.01
2002,GBA,Simulation,0.01
2002,XB,Sports,0.01
2002,PC,Action,0.01
2002,GBA,Fighting,0.01
2002,GBA,Adventure,0.01
2002,GBA,Racing,0.01
2002,GBA,Racing,0.01
2002,XB,Racing,0.01
2002,PC,Shooter,0.01
2002,PC,Role-Playing,0.01
2002,XB,Puzzle,0.01
2002,GC,Adventure,0.01
2002,XB,Sports,0.01
2002,GC,Puzzle,0.01
2002,GBA,Role-Playing,0.01
2002,GBA,Fighting,0.01
2002,GBA,Platform,0.01
2003,PS2,Racing,7.2
2003,GC,Racing,6.95
2003,PS2,Role-Playing,5.29
2003,GBA,Platform,5.2
2003,PS2,Shooter,5.13
2003,PS2,Racing,4.7
2003,PS2,Misc,4.2
2003,PS2,Sports,3.9
2003,PS2,Action,3.28
2003,PS2,Action,3.27
2003,PS2,Action,3.18
2003,PS2,Platform,2.96
2003,PS2,Shooter,2.94
2003,PS2,Sports,2.9
2003,GBA,Action,2.82
2003,PS2,Fighting,2.8
2003,PS2,Platform,2.78
2003,PS2,Platform,2.78
2003,PS2,Simulation,2.77
2003,PS2,Action,2.65
2003,GC,Role-Playing,2.54
2003,XB,Action,2.49
2003,PS2,Simulation,2.43
2003,PS2,Fighting,2.41
2003,PS2,Action,2.22
2003,XB,Role-Playing,2.19
2003,GBA,Role-Playing,2.17
2003,GBA,Role-Playing,2.13
2003,PS2,Action,2.11
2003,PS2,Action,2.09
2003,GC,Misc,2.08
2003,PS2,Fighting,2.06
2003,GBA,Platform,2.04
2003,PS2,Sports,2.03
2003,PS2,Action,1.97
2003,PS2,Racing,1.95
2003,PS2,Sports,1.95
2003,PS2,Fighting,1.94
2003,PC,Simulation,1.92
2003,PS2,Simulation,1.81
2003,PS2,Racing,1.78
2003,PS2,Action,1.72
2003,PS2,Role-Playing,1.72
2003,XB,Racing,1.71
2003,PC,Simulation,1.68
2003,PS2,Sports,1.67
2003,XB,Racing,1.67
2003,PS2,Sports,1.67
2003,PS2,Platform,1.67
2003,PS2,Sports,1.63
2003,GC,Racing,1.62
2003,GC,Platform,1.6
2003,GBA,Misc,1.56
2003,XB,Shooter,1.55
2003,PC,Strategy,1.54
2003,GC,Sports,1.53
2003,GC,Fighting,1.5
2003,GC,Role-Playing,1.49
2003,GBA,Platform,1.47
2003,PS2,Misc,1.46
2003,PS2,Action,1.45
2003,PS2,Racing,1.41
2003,XB,Action,1.38
2003,GBA,Platform,1.36
2003,XB,Racing,1.35
2003,PS2,Shooter,1.34
2003,GBA,Simulation,1.33
2003,GBA,Role-Playing,1.32
2003,GBA,Platform,1.29
2003,PS2,Action,1.28
2003,XB,Sports,1.27
2003,GC,Platform,1.27
2003,PC,Sports,1.26
2003,PS2,Action,1.25
2003,PS,Misc,1.23
2003,GBA,Platform,1.23
2003,GBA,Puzzle,1.23
2003,GC,Racing,1.21
2003,XB,Action,1.2
2003,GBA,Racing,1.19
2003,PS2,Sports,1.17
2003,XB,Shooter,1.17
2003,GC,Misc,1.15
2003,PS2,Platform,1.15
2003,PS2,Action,1.14
2003,XB,Action,1.14
2003,XB,Shooter,1.11
2003,GC,Role-Playing,1.1
2003,GBA,Role-Playing,1.09
2003,XB,Sports,1.09
2003,PS2,Racing,1.08
2003,GBA,Fighting,1.08
2003,PS2,Action,1.06
2003,PS2,Sports,1.04
2003,GC,Fighting,1.04
2003,PS2,Sports,1.03
2003,PC,Sports,1.01
2003,PS2,Racing,1
2003,XB,Fighting,1
2003,GC,Racing,0.99
2003,GBA,Strategy,0.97
2003,PS2,Sports,0.97
2003,GC,Platform,0.95
2003,GBA,Misc,0.95
2003,PS2,Racing,0.94
2003,PS2,Action,0.94
2003,XB,Action,0.94
2003,PS2,Sports,0.94
2003,GBA,Action,0.93
2003,PS2,Action,0.92
2003,PS2,Racing,0.92
2003,PS2,Racing,0.91
2003,XB,Platform,0.9
2003,PS2,Sports,0.9
2003,GC,Action,0.89
2003,XB,Simulation,0.87
2003,XB,Shooter,0.87
2003,PS2,Action,0.86
2003,PS2,Racing,0.84
2003,XB,Shooter,0.83
2003,GC,Simulation,0.8
2003,GC,Role-Playing,0.79
2003,XB,Sports,0.79
2003,PS2,Shooter,0.77
2003,PS2,Sports,0.76
2003,PS2,Fighting,0.76
2003,GBA,Role-Playing,0.74
2003,GBA,Action,0.73
2003,PS2,Simulation,0.72
2003,PS2,Fighting,0.71
2003,PS2,Action,0.71
2003,GC,Puzzle,0.71
2003,GC,Sports,0.7
2003,PS2,Shooter,0.7
2003,GC,Fighting,0.69
2003,GC,Action,0.69
2003,XB,Sports,0.68
2003,GC,Fighting,0.68
2003,XB,Shooter,0.67
2003,PS2,Platform,0.67
2003,PS2,Sports,0.66
2003,XB,Action,0.66
2003,GBA,Role-Playing,0.66
2003,GC,Simulation,0.66
2003,GC,Racing,0.65
2003,GBA,Strategy,0.65
2003,PS2,Role-Playing,0.65
2003,XB,Shooter,0.64
2003,PS2,Platform,0.64
2003,PS2,Fighting,0.63
2003,XB,Sports,0.62
2003,GC,Action,0.62
2003,GC,Misc,0.62
2003,PS2,Shooter,0.61
2003,PS2,Fighting,0.61
2003,GBA,Sports,0.6
2003,PS2,Fighting,0.6
2003,PS2,Strategy,0.6
2003,XB,Sports,0.59
2003,GBA,Simulation,0.59
2003,PS2,Sports,0.59
2003,PS2,Action,0.58
2003,PS2,Action,0.58
2003,XB,Platform,0.57
2003,PS2,Shooter,0.57
2003,GC,Action,0.56
2003,GBA,Action,0.56
2003,GBA,Action,0.56
2003,XB,Simulation,0.56
2003,XB,Fighting,0.56
2003,PS2,Role-Playing,0.56
2003,PS2,Misc,0.56
2003,GBA,Strategy,0.56
2003,PS2,Sports,0.56
2003,GBA,Platform,0.55
2003,PS2,Misc,0.55
2003,XB,Simulation,0.54
2003,PS2,Strategy,0.54
2003,GBA,Platform,0.54
2003,PS2,Sports,0.54
2003,PS2,Platform,0.54
2003,PS2,Fighting,0.54
2003,PS2,Action,0.53
2003,PS2,Sports,0.53
2003,PS2,Shooter,0.53
2003,PS2,Sports,0.52
2003,PS2,Shooter,0.52
2003,GC,Sports,0.51
2003,PS2,Sports,0.51
2003,XB,Sports,0.51
2003,PS2,Platform,0.5
2003,XB,Racing,0.5
2003,PS2,Racing,0.5
2003,GBA,Action,0.49
2003,GC,Simulation,0.49
2003,PS2,Sports,0.49
2003,PS2,Misc,0.49
2003,PS2,Racing,0.49
2003,PS2,Misc,0.48
2003,PS2,Simulation,0.48
2003,PS2,Racing,0.47
2003,PS2,Misc,0.46
2003,GBA,Racing,0.46
2003,GBA,Role-Playing,0.46
2003,XB,Sports,0.46
2003,GC,Action,0.45
2003,XB,Shooter,0.45
2003,PS2,Action,0.45
2003,XB,Racing,0.45
2003,PS2,Action,0.44
2003,GBA,Platform,0.44
2003,GC,Platform,0.44
2003,GBA,Action,0.44
2003,PS2,Misc,0.44
2003,GBA,Action,0.44
2003,PS2,Action,0.43
2003,XB,Sports,0.43
2003,PS2,Action,0.43
2003,GBA,Platform,0.43
2003,PS2,Action,0.43
2003,PS2,Role-Playing,0.43
2003,XB,Misc,0.43
2003,GC,Shooter,0.42
2003,XB,Simulation,0.42
2003,PS2,Adventure,0.42
2003,PS2,Sports,0.42
2003,PS,Sports,0.42
2003,PS2,Racing,0.42
2003,PS2,Action,0.42
2003,PS2,Sports,0.41
2003,PS2,Simulation,0.41
2003,PS2,Misc,0.41
2003,PS2,Sports,0.41
2003,PS,Misc,0.4
2003,GC,Platform,0.4
2003,GC,Sports,0.4
2003,PS2,Platform,0.4
2003,GBA,Action,0.39
2003,XB,Sports,0.39
2003,PS2,Misc,0.39
2003,PS2,Misc,0.39
2003,GBA,Sports,0.39
2003,PS2,Action,0.38
2003,PS2,Role-Playing,0.38
2003,GC,Sports,0.38
2003,PS2,Strategy,0.38
2003,GC,Adventure,0.38
2003,PS2,Sports,0.37
2003,GBA,Sports,0.37
2003,GBA,Adventure,0.37
2003,PS2,Sports,0.36
2003,XB,Sports,0.36
2003,PS2,Platform,0.36
2003,PS2,Role-Playing,0.36
2003,PS2,Misc,0.35
2003,PS2,Action,0.35
2003,XB,Sports,0.35
2003,PS2,Racing,0.35
2003,GBA,Action,0.35
2003,PS2,Action,0.35
2003,GBA,Action,0.35
2003,XB,Misc,0.35
2003,PS2,Misc,0.35
2003,PS2,Shooter,0.35
2003,PS2,Simulation,0.34
2003,GC,Action,0.34
2003,PS2,Adventure,0.33
2003,GBA,Platform,0.33
2003,GC,Fighting,0.33
2003,XB,Action,0.33
2003,XB,Shooter,0.33
2003,PS2,Action,0.33
2003,PS2,Role-Playing,0.33
2003,GBA,Platform,0.33
2003,GBA,Misc,0.33
2003,PS2,Shooter,0.32
2003,PS2,Fighting,0.32
2003,GC,Action,0.32
2003,PS2,Platform,0.32
2003,PS2,Sports,0.32
2003,PS2,Fighting,0.32
2003,XB,Sports,0.32
2003,XB,Racing,0.31
2003,GBA,Sports,0.31
2003,PS2,Misc,0.31
2003,PS2,Simulation,0.31
2003,XB,Racing,0.3
2003,GBA,Platform,0.3
2003,PS2,Action,0.3
2003,GBA,Racing,0.3
2003,GBA,Action,0.3
2003,PS2,Fighting,0.3
2003,PC,Simulation,0.3
2003,GBA,Sports,0.3
2003,XB,Action,0.3
2003,XB,Sports,0.3
2003,GBA,Racing,0.29
2003,GBA,Simulation,0.29
2003,GBA,Misc,0.29
2003,XB,Role-Playing,0.29
2003,PS2,Platform,0.29
2003,XB,Sports,0.29
2003,GBA,Role-Playing,0.29
2003,PS2,Racing,0.28
2003,GBA,Sports,0.28
2003,PS2,Racing,0.28
2003,PS2,Sports,0.28
2003,GC,Racing,0.28
2003,PS2,Action,0.28
2003,XB,Fighting,0.28
2003,XB,Shooter,0.28
2003,PS2,Platform,0.28
2003,GBA,Racing,0.28
2003,PS2,Sports,0.28
2003,GC,Misc,0.28
2003,PS2,Sports,0.28
2003,GBA,Platform,0.28
2003,XB,Fighting,0.27
2003,GC,Role-Playing,0.27
2003,GC,Sports,0.27
2003,PS2,Racing,0.27
2003,PS2,Simulation,0.27
2003,GBA,Action,0.27
2003,XB,Sports,0.27
2003,GBA,Sports,0.26
2003,XB,Sports,0.26
2003,XB,Role-Playing,0.26
2003,GC,Racing,0.26
2003,GBA,Action,0.26
2003,PS2,Sports,0.26
2003,XB,Simulation,0.25
2003,PS2,Misc,0.25
2003,XB,Sports,0.25
2003,GC,Platform,0.25
2003,XB,Shooter,0.25
2003,GC,Fighting,0.25
2003,PS2,Sports,0.25
2003,PS2,Sports,0.24
2003,PS2,Platform,0.24
2003,XB,Racing,0.24
2003,XB,Racing,0.24
2003,XB,Shooter,0.24
2003,PS2,Role-Playing,0.24
2003,PS2,Role-Playing,0.24
2003,XB,Sports,0.24
2003,PS2,Action,0.24
2003,XB,Platform,0.24
2003,PS2,Misc,0.24
2003,GBA,Action,0.24
2003,PS2,Platform,0.23
2003,GBA,Strategy,0.23
2003,XB,Racing,0.23
2003,XB,Racing,0.23
2003,GC,Action,0.23
2003,PS2,Sports,0.23
2003,PS2,Sports,0.23
2003,PS2,Racing,0.23
2003,XB,Shooter,0.23
2003,XB,Shooter,0.23
2003,PS2,Shooter,0.23
2003,PS2,Sports,0.23
2003,PS2,Sports,0.23
2003,PS2,Action,0.23
2003,GC,Misc,0.22
2003,PS2,Action,0.22
2003,PS2,Sports,0.22
2003,GBA,Action,0.22
2003,GBA,Platform,0.22
2003,GBA,Misc,0.22
2003,PC,Role-Playing,0.22
2003,XB,Fighting,0.21
2003,GC,Fighting,0.21
2003,PS2,Platform,0.21
2003,GC,Platform,0.21
2003,XB,Sports,0.21
2003,GC,Action,0.21
2003,GBA,Platform,0.21
2003,XB,Platform,0.21
2003,PS2,Sports,0.2
2003,GC,Fighting,0.2
2003,GBA,Sports,0.2
2003,GBA,Simulation,0.2
2003,GBA,Platform,0.2
2003,PS2,Misc,0.2
2003,XB,Sports,0.2
2003,PS2,Sports,0.2
2003,XB,Racing,0.2
2003,PS2,Strategy,0.2
2003,XB,Puzzle,0.2
2003,GBA,Sports,0.2
2003,PS2,Action,0.2
2003,GBA,Platform,0.19
2003,PS2,Strategy,0.19
2003,PS2,Shooter,0.19
2003,XB,Action,0.19
